id,district,year_built,year_range
way/41178063,Mülheim,1943,1930-2000
way/41178064,Mülheim,1933,1930-2000
way/41178065,Mülheim,1978,1930-2000
way/41178066,Mülheim,1948,1930-2000
way/41178073,Mülheim,1936,1930-2000
way/41178074,Mülheim,1937,1930-2000
way/41178075,Mülheim,1955,1930-2000
way/41178076,Mülheim,1964,1930-2000
way/41178077,Mülheim,1950,1930-2000
way/41178078,Mülheim,1966,1930-2000
way/41178080,Mülheim,1962,1930-2000
way/41178081,Mülheim,1948,1930-2000
way/41178083,Mülheim,1937,1930-2000
way/41178085,Mülheim,1967,1930-2000
way/41178087,Mülheim,1956,1930-2000
way/41178089,Mülheim,1999,1930-2000
way/41178091,Mülheim,1934,1930-2000
way/41178092,Mülheim,1975,1930-2000
way/41178094,Mülheim,1987,1930-2000
way/41178096,Mülheim,1943,1930-2000
way/41178098,Mülheim,1958,1930-2000
way/41178100,Mülheim,1979,1930-2000
way/41235844,Mülheim,1960,1930-2000
way/41235845,Mülheim,1995,1930-2000
way/41235846,Mülheim,1966,1930-2000
way/41235849,Mülheim,1936,1930-2000
way/41235987,Mülheim,1978,1930-2000
way/41241144,Mülheim,1979,1930-2000
way/41241146,Mülheim,1983,1930-2000
way/41461508,Mülheim,1970,1930-2000
way/41777865,Mülheim,2000,1930-2000
way/41777866,Mülheim,1936,1930-2000
way/42188563,Mülheim,1931,1930-2000
way/42188565,Mülheim,1962,1930-2000
way/42188567,Mülheim,1955,1930-2000
way/42188569,Mülheim,1986,1930-2000
way/42188570,Mülheim,1958,1930-2000
way/42188573,Mülheim,1977,1930-2000
way/42188575,Mülheim,1999,1930-2000
way/42188577,Mülheim,1955,1930-2000
way/42188583,Mülheim,1954,1930-2000
way/42188585,Mülheim,1967,1930-2000
way/42188587,Mülheim,1987,1930-2000
way/42188589,Mülheim,1952,1930-2000
way/42188591,Mülheim,1939,1930-2000
way/42188595,Mülheim,1953,1930-2000
way/42223250,Mülheim,1952,1930-2000
way/42223251,Mülheim,1995,1930-2000
way/42223252,Mülheim,1945,1930-2000
way/42223253,Mülheim,1978,1930-2000
way/42223254,Mülheim,1935,1930-2000
way/42223540,Mülheim,1984,1930-2000
way/42223541,Mülheim,1965,1930-2000
way/42223542,Mülheim,1963,1930-2000
way/42223543,Mülheim,1946,1930-2000
way/42223544,Mülheim,1950,1930-2000
way/42223545,Mülheim,1962,1930-2000
way/42223546,Mülheim,1930,1930-2000
way/42223547,Mülheim,1972,1930-2000
way/42223549,Mülheim,1989,1930-2000
way/42223550,Mülheim,1949,1930-2000
way/42223551,Mülheim,1935,1930-2000
way/42223553,Mülheim,1949,1930-2000
way/42223554,Mülheim,1971,1930-2000
way/42223555,Mülheim,1936,1930-2000
way/42223556,Mülheim,1968,1930-2000
way/42223557,Mülheim,1992,1930-2000
way/42223558,Mülheim,2000,1930-2000
way/42223559,Mülheim,1975,1930-2000
way/42223560,Mülheim,1939,1930-2000
way/42223561,Mülheim,1970,1930-2000
way/42223563,Mülheim,1997,1930-2000
way/42223564,Mülheim,1958,1930-2000
way/42223565,Mülheim,1953,1930-2000
way/42223567,Mülheim,1996,1930-2000
way/42223568,Mülheim,1938,1930-2000
way/42223569,Mülheim,1994,1930-2000
way/43141515,Mülheim,1950,1930-2000
way/43268426,Mülheim,1983,1930-2000
way/43268427,Mülheim,1999,1930-2000
way/43268429,Mülheim,1998,1930-2000
way/43268430,Mülheim,1981,1930-2000
way/43268431,Mülheim,1941,1930-2000
way/43268432,Mülheim,1974,1930-2000
way/44842059,Mülheim,1958,1930-2000
way/45493541,Mülheim,1957,1930-2000
way/45788007,Mülheim,1972,1930-2000
way/47453896,Mülheim,1972,1930-2000
way/47453897,Mülheim,1976,1930-2000
way/48352270,Mülheim,1967,1930-2000
way/48352286,Mülheim,1957,1930-2000
way/48352287,Mülheim,1997,1930-2000
way/48352290,Mülheim,1990,1930-2000
way/48352291,Mülheim,1931,1930-2000
way/48352293,Mülheim,1944,1930-2000
way/48352296,Mülheim,1974,1930-2000
way/48352303,Mülheim,1987,1930-2000
way/48352304,Mülheim,1960,1930-2000
way/48352306,Mülheim,1961,1930-2000
way/50773357,Mülheim,1935,1930-2000
way/50773500,Mülheim,1971,1930-2000
way/53772730,Mülheim,1978,1930-2000
way/54561523,Mülheim,1944,1930-2000
way/54564076,Mülheim,1979,1930-2000
way/54564077,Mülheim,1962,1930-2000
way/55094066,Mülheim,1999,1930-2000
way/55095253,Mülheim,1966,1930-2000
way/55281840,Mülheim,1933,1930-2000
way/57128173,Mülheim,1996,1930-2000
way/58551813,Mülheim,1977,1930-2000
way/62067230,Mülheim,1995,1930-2000
way/62103249,Mülheim,1995,1930-2000
way/62103250,Mülheim,1987,1930-2000
way/62103251,Mülheim,1992,1930-2000
way/62103252,Mülheim,1935,1930-2000
way/62103254,Mülheim,1967,1930-2000
way/62103255,Mülheim,1954,1930-2000
way/62103256,Mülheim,1971,1930-2000
way/64781930,Mülheim,1995,1930-2000
way/65180629,Mülheim,1940,1930-2000
way/65180630,Mülheim,1942,1930-2000
way/65180632,Mülheim,1951,1930-2000
way/65180634,Mülheim,1998,1930-2000
way/65180635,Mülheim,1998,1930-2000
way/65180638,Mülheim,1930,1930-2000
way/65180639,Mülheim,1938,1930-2000
way/65180640,Mülheim,1956,1930-2000
way/65180642,Mülheim,1957,1930-2000
way/65180643,Mülheim,1984,1930-2000
way/65180649,Mülheim,1943,1930-2000
way/65180651,Mülheim,1956,1930-2000
way/65180652,Mülheim,1998,1930-2000
way/65180654,Mülheim,1985,1930-2000
way/65180656,Mülheim,1939,1930-2000
way/65180694,Mülheim,1949,1930-2000
way/66467574,Mülheim,1933,1930-2000
way/69990541,Mülheim,1988,1930-2000
way/69990543,Mülheim,1972,1930-2000
way/77495008,Mülheim,1934,1930-2000
way/77495013,Mülheim,1941,1930-2000
way/77497458,Mülheim,1939,1930-2000
way/79797376,Mülheim,1936,1930-2000
way/79797377,Mülheim,1952,1930-2000
way/79797379,Mülheim,1962,1930-2000
way/81027760,Mülheim,1939,1930-2000
way/81029106,Mülheim,1959,1930-2000
way/89246908,Mülheim,1963,1930-2000
way/89922413,Mülheim,1982,1930-2000
way/89922591,Mülheim,1979,1930-2000
way/89922592,Mülheim,1987,1930-2000
way/89922594,Mülheim,1981,1930-2000
way/89922959,Mülheim,1985,1930-2000
way/89922961,Mülheim,1970,1930-2000
way/89922962,Mülheim,1932,1930-2000
way/93252841,Mülheim,1979,1930-2000
way/96344426,Mülheim,1945,1930-2000
way/96344427,Mülheim,1998,1930-2000
way/97739822,Mülheim,1930,1930-2000
way/97739826,Mülheim,1938,1930-2000
way/97739828,Mülheim,1935,1930-2000
way/97739831,Mülheim,1939,1930-2000
way/97739832,Mülheim,1975,1930-2000
way/97739835,Mülheim,1994,1930-2000
way/97739838,Mülheim,1943,1930-2000
way/97739841,Mülheim,1967,1930-2000
way/97739842,Mülheim,1968,1930-2000
way/97739843,Mülheim,1941,1930-2000
way/97739848,Mülheim,1966,1930-2000
way/97887079,Mülheim,1986,1930-2000
way/97887082,Mülheim,1978,1930-2000
way/97887092,Mülheim,1980,1930-2000
way/97887097,Mülheim,1933,1930-2000
way/97887102,Mülheim,1990,1930-2000
way/97887107,Mülheim,1950,1930-2000
way/98183419,Mülheim,1998,1930-2000
way/98183420,Mülheim,1958,1930-2000
way/98183421,Mülheim,1947,1930-2000
way/98183422,Mülheim,1980,1930-2000
way/98183423,Mülheim,1999,1930-2000
way/98183424,Mülheim,1967,1930-2000
way/98183425,Mülheim,1948,1930-2000
way/98183426,Mülheim,1968,1930-2000
way/98183511,Mülheim,1977,1930-2000
way/98183512,Mülheim,1931,1930-2000
way/98183513,Mülheim,2000,1930-2000
way/98183514,Mülheim,1948,1930-2000
way/98183515,Mülheim,1945,1930-2000
way/98348530,Mülheim,1935,1930-2000
way/98348531,Mülheim,1930,1930-2000
way/98348533,Mülheim,1980,1930-2000
way/100019766,Mülheim,1998,1930-2000
way/100145607,Mülheim,2000,1930-2000
way/100145609,Mülheim,1940,1930-2000
way/100145611,Mülheim,1969,1930-2000
way/100193544,Mülheim,1956,1930-2000
way/100193553,Mülheim,1974,1930-2000
way/100243980,Mülheim,1957,1930-2000
way/100243992,Mülheim,1982,1930-2000
way/100243995,Mülheim,1995,1930-2000
way/100243996,Mülheim,1948,1930-2000
way/100243997,Mülheim,1950,1930-2000
way/100244001,Mülheim,1953,1930-2000
way/100244006,Mülheim,1958,1930-2000
way/100244008,Mülheim,1962,1930-2000
way/100244009,Mülheim,1954,1930-2000
way/100244012,Mülheim,1944,1930-2000
way/100244014,Mülheim,1953,1930-2000
way/101765320,Mülheim,1936,1930-2000
way/102491301,Mülheim,2000,1930-2000
way/102491304,Mülheim,1989,1930-2000
way/102491305,Mülheim,2000,1930-2000
way/102491306,Mülheim,1939,1930-2000
way/102491307,Mülheim,1967,1930-2000
way/102491308,Mülheim,1938,1930-2000
way/102491309,Mülheim,1962,1930-2000
way/102491310,Mülheim,1942,1930-2000
way/102491311,Mülheim,1955,1930-2000
way/102491312,Mülheim,1992,1930-2000
way/102491313,Mülheim,1972,1930-2000
way/102491314,Mülheim,1975,1930-2000
way/102491315,Mülheim,1946,1930-2000
way/102491316,Mülheim,1960,1930-2000
way/102491318,Mülheim,1942,1930-2000
way/102491320,Mülheim,1966,1930-2000
way/102491321,Mülheim,1938,1930-2000
way/102491323,Mülheim,1954,1930-2000
way/102491325,Mülheim,1970,1930-2000
way/102491326,Mülheim,1992,1930-2000
way/102491327,Mülheim,1987,1930-2000
way/102491328,Mülheim,1972,1930-2000
way/102491330,Mülheim,1969,1930-2000
way/102491332,Mülheim,1949,1930-2000
way/102491333,Mülheim,1976,1930-2000
way/102491334,Mülheim,1970,1930-2000
way/102491336,Mülheim,1984,1930-2000
way/102491337,Mülheim,1951,1930-2000
way/102539259,Mülheim,1930,1930-2000
way/102539261,Mülheim,1970,1930-2000
way/102539262,Mülheim,1961,1930-2000
way/102539263,Mülheim,1958,1930-2000
way/102539264,Mülheim,1985,1930-2000
way/102539265,Mülheim,1965,1930-2000
way/102539419,Mülheim,1976,1930-2000
way/102539420,Mülheim,1947,1930-2000
way/102539421,Mülheim,1972,1930-2000
way/102546156,Mülheim,1991,1930-2000
way/102546161,Mülheim,1989,1930-2000
way/102546162,Mülheim,1987,1930-2000
way/102546690,Mülheim,1975,1930-2000
way/102575663,Mülheim,1969,1930-2000
way/102575664,Mülheim,1992,1930-2000
way/102575665,Mülheim,2000,1930-2000
way/102575666,Mülheim,1943,1930-2000
way/102575667,Mülheim,1952,1930-2000
way/102575668,Mülheim,1940,1930-2000
way/102575669,Mülheim,1965,1930-2000
way/102575670,Mülheim,1947,1930-2000
way/102575671,Mülheim,1998,1930-2000
way/102575672,Mülheim,1955,1930-2000
way/102575673,Mülheim,1963,1930-2000
way/102575674,Mülheim,1939,1930-2000
way/102575675,Mülheim,1939,1930-2000
way/102575676,Mülheim,1932,1930-2000
way/102575677,Mülheim,1994,1930-2000
way/102575678,Mülheim,1933,1930-2000
way/102575679,Mülheim,1981,1930-2000
way/102575680,Mülheim,1957,1930-2000
way/102576190,Mülheim,1934,1930-2000
way/102576191,Mülheim,2000,1930-2000
way/102576192,Mülheim,1963,1930-2000
way/102576193,Mülheim,1999,1930-2000
way/102576194,Mülheim,1999,1930-2000
way/102576195,Mülheim,1990,1930-2000
way/102676277,Mülheim,1949,1930-2000
way/102676280,Mülheim,1976,1930-2000
way/102676281,Mülheim,1980,1930-2000
way/102676283,Mülheim,1958,1930-2000
way/102676284,Mülheim,1967,1930-2000
way/102676287,Mülheim,1947,1930-2000
way/102676292,Mülheim,1989,1930-2000
way/102676295,Mülheim,1994,1930-2000
way/102676829,Mülheim,1995,1930-2000
way/102676830,Mülheim,1941,1930-2000
way/102676831,Mülheim,1980,1930-2000
way/102676832,Mülheim,1976,1930-2000
way/102676833,Mülheim,1994,1930-2000
way/102676834,Mülheim,1931,1930-2000
way/102676835,Mülheim,1960,1930-2000
way/102676837,Mülheim,1951,1930-2000
way/102676838,Mülheim,1995,1930-2000
way/102676839,Mülheim,1947,1930-2000
way/102676951,Mülheim,1987,1930-2000
way/102676953,Mülheim,1950,1930-2000
way/102676954,Mülheim,1952,1930-2000
way/102676955,Mülheim,1948,1930-2000
way/102676956,Mülheim,1991,1930-2000
way/102676957,Mülheim,1975,1930-2000
way/102676958,Mülheim,1935,1930-2000
way/102676959,Mülheim,1958,1930-2000
way/102956653,Mülheim,1992,1930-2000
way/102956655,Mülheim,1959,1930-2000
way/102956658,Mülheim,1938,1930-2000
way/102956659,Mülheim,1963,1930-2000
way/102956661,Mülheim,1977,1930-2000
way/102956664,Mülheim,1959,1930-2000
way/102956665,Mülheim,1935,1930-2000
way/102956667,Mülheim,1956,1930-2000
way/103001678,Mülheim,1996,1930-2000
way/103002431,Mülheim,1976,1930-2000
way/103002433,Mülheim,1979,1930-2000
way/103002434,Mülheim,1990,1930-2000
way/103002435,Mülheim,1988,1930-2000
way/103002437,Mülheim,1935,1930-2000
way/103002438,Mülheim,1935,1930-2000
way/103002439,Mülheim,1971,1930-2000
way/103002440,Mülheim,1943,1930-2000
way/103002441,Mülheim,1996,1930-2000
way/103002442,Mülheim,1965,1930-2000
way/103002443,Mülheim,1963,1930-2000
way/103002444,Mülheim,1999,1930-2000
way/103002445,Mülheim,1952,1930-2000
way/103002446,Mülheim,1978,1930-2000
way/103002447,Mülheim,1978,1930-2000
way/103002448,Mülheim,1976,1930-2000
way/103002449,Mülheim,1939,1930-2000
way/103002450,Mülheim,1996,1930-2000
way/103002451,Mülheim,1962,1930-2000
way/103002452,Mülheim,1978,1930-2000
way/103002453,Mülheim,1958,1930-2000
way/103002454,Mülheim,1996,1930-2000
way/103002455,Mülheim,1981,1930-2000
way/103002457,Mülheim,1975,1930-2000
way/103002458,Mülheim,1974,1930-2000
way/103002460,Mülheim,1992,1930-2000
way/103002461,Mülheim,1991,1930-2000
way/103002464,Mülheim,1930,1930-2000
way/103002465,Mülheim,1994,1930-2000
way/103002468,Mülheim,1947,1930-2000
way/103002471,Mülheim,1986,1930-2000
way/103002472,Mülheim,1951,1930-2000
way/103002474,Mülheim,1959,1930-2000
way/103002475,Mülheim,1939,1930-2000
way/103002478,Mülheim,1995,1930-2000
way/103818271,Mülheim,1965,1930-2000
way/103822827,Mülheim,1957,1930-2000
way/103822829,Mülheim,1949,1930-2000
way/103822831,Mülheim,1953,1930-2000
way/103829060,Mülheim,1950,1930-2000
way/103829061,Mülheim,1976,1930-2000
way/104047450,Mülheim,1945,1930-2000
way/104047454,Mülheim,1959,1930-2000
way/104047455,Mülheim,1983,1930-2000
way/104047461,Mülheim,1972,1930-2000
way/104047465,Mülheim,1944,1930-2000
way/104047473,Mülheim,1991,1930-2000
way/104047476,Mülheim,1991,1930-2000
way/104047480,Mülheim,1991,1930-2000
way/104047488,Mülheim,1956,1930-2000
way/104047494,Mülheim,1950,1930-2000
way/104050431,Mülheim,1982,1930-2000
way/104050433,Mülheim,1932,1930-2000
way/104050434,Mülheim,1961,1930-2000
way/104050436,Mülheim,1935,1930-2000
way/104050437,Mülheim,1946,1930-2000
way/104050438,Mülheim,1950,1930-2000
way/104050439,Mülheim,1947,1930-2000
way/104050440,Mülheim,1995,1930-2000
way/106630836,Mülheim,1935,1930-2000
way/107479686,Mülheim,1948,1930-2000
way/107479688,Mülheim,1937,1930-2000
way/107479690,Mülheim,1951,1930-2000
way/107479692,Mülheim,1963,1930-2000
way/107479694,Mülheim,1953,1930-2000
way/107479696,Mülheim,1996,1930-2000
way/107479698,Mülheim,1981,1930-2000
way/107479704,Mülheim,1932,1930-2000
way/107479711,Mülheim,1966,1930-2000
way/107479714,Mülheim,1940,1930-2000
way/107479718,Mülheim,1957,1930-2000
way/107479722,Mülheim,1987,1930-2000
way/107479727,Mülheim,1990,1930-2000
way/107479728,Mülheim,1991,1930-2000
way/110252528,Mülheim,1951,1930-2000
way/115404048,Mülheim,1958,1930-2000
way/115404051,Mülheim,1982,1930-2000
way/115404054,Mülheim,1948,1930-2000
way/115404058,Mülheim,1953,1930-2000
way/115404060,Mülheim,1995,1930-2000
way/115404064,Mülheim,1963,1930-2000
way/115404067,Mülheim,1951,1930-2000
way/115407514,Mülheim,1973,1930-2000
way/115407515,Mülheim,1988,1930-2000
way/115407516,Mülheim,1938,1930-2000
way/115407517,Mülheim,1959,1930-2000
way/115407518,Mülheim,1978,1930-2000
way/115407520,Mülheim,1979,1930-2000
way/115407521,Mülheim,1946,1930-2000
way/115407522,Mülheim,1943,1930-2000
way/115407523,Mülheim,1932,1930-2000
way/115407525,Mülheim,1955,1930-2000
way/115407526,Mülheim,1996,1930-2000
way/115408125,Mülheim,1994,1930-2000
way/115408126,Mülheim,1983,1930-2000
way/115408128,Mülheim,1949,1930-2000
way/115408130,Mülheim,1942,1930-2000
way/115408131,Mülheim,1952,1930-2000
way/115408133,Mülheim,1990,1930-2000
way/115408134,Mülheim,1934,1930-2000
way/115408136,Mülheim,1998,1930-2000
way/115408137,Mülheim,1994,1930-2000
way/115408138,Mülheim,1945,1930-2000
way/115408141,Mülheim,1941,1930-2000
way/115410497,Mülheim,1991,1930-2000
way/115410499,Mülheim,1946,1930-2000
way/115410500,Mülheim,1999,1930-2000
way/115410504,Mülheim,1930,1930-2000
way/115410506,Mülheim,1985,1930-2000
way/115410507,Mülheim,1996,1930-2000
way/115410509,Mülheim,1983,1930-2000
way/115410510,Mülheim,1977,1930-2000
way/115410512,Mülheim,1935,1930-2000
way/115410515,Mülheim,1997,1930-2000
way/115410516,Mülheim,1984,1930-2000
way/115410520,Mülheim,1959,1930-2000
way/115410522,Mülheim,1991,1930-2000
way/115410523,Mülheim,1978,1930-2000
way/115410527,Mülheim,1974,1930-2000
way/115410530,Mülheim,1942,1930-2000
way/115410531,Mülheim,1984,1930-2000
way/115410536,Mülheim,1947,1930-2000
way/115410542,Mülheim,1962,1930-2000
way/115410544,Mülheim,1991,1930-2000
way/115410546,Mülheim,1959,1930-2000
way/115410548,Mülheim,1940,1930-2000
way/115410550,Mülheim,1966,1930-2000
way/115410552,Mülheim,1999,1930-2000
way/115410554,Mülheim,1982,1930-2000
way/115410557,Mülheim,1962,1930-2000
way/115410559,Mülheim,1954,1930-2000
way/115410563,Mülheim,1930,1930-2000
way/115410567,Mülheim,1930,1930-2000
way/115410569,Mülheim,1996,1930-2000
way/115410571,Mülheim,1945,1930-2000
way/115410573,Mülheim,1996,1930-2000
way/115410575,Mülheim,1930,1930-2000
way/115410576,Mülheim,1978,1930-2000
way/115410577,Mülheim,1956,1930-2000
way/115410579,Mülheim,1970,1930-2000
way/115410581,Mülheim,1982,1930-2000
way/115410582,Mülheim,1976,1930-2000
way/115410762,Mülheim,1943,1930-2000
way/115410765,Mülheim,1949,1930-2000
way/115410767,Mülheim,1984,1930-2000
way/115410768,Mülheim,1962,1930-2000
way/115410770,Mülheim,1963,1930-2000
way/115613533,Mülheim,1998,1930-2000
way/115621849,Mülheim,1984,1930-2000
way/115621860,Mülheim,1976,1930-2000
way/115621871,Mülheim,1965,1930-2000
way/115626272,Mülheim,1980,1930-2000
way/115626273,Mülheim,1956,1930-2000
way/115626275,Mülheim,1982,1930-2000
way/115626276,Mülheim,2000,1930-2000
way/115626277,Mülheim,1991,1930-2000
way/115626278,Mülheim,1952,1930-2000
way/115628108,Mülheim,1977,1930-2000
way/115628109,Mülheim,1991,1930-2000
way/115628112,Mülheim,1962,1930-2000
way/115628113,Mülheim,1969,1930-2000
way/115628116,Mülheim,1974,1930-2000
way/115630156,Mülheim,1980,1930-2000
way/115891659,Mülheim,1947,1930-2000
way/115891662,Mülheim,1945,1930-2000
way/116000119,Mülheim,1959,1930-2000
way/116004730,Mülheim,1987,1930-2000
way/116017137,Mülheim,1950,1930-2000
way/116017140,Mülheim,1942,1930-2000
way/116017143,Mülheim,1957,1930-2000
way/116017148,Mülheim,1995,1930-2000
way/116017156,Mülheim,1981,1930-2000
way/116017160,Mülheim,1973,1930-2000
way/116017164,Mülheim,2000,1930-2000
way/116017171,Mülheim,1936,1930-2000
way/116017173,Mülheim,1950,1930-2000
way/116017174,Mülheim,1979,1930-2000
way/116017175,Mülheim,1930,1930-2000
way/116457328,Mülheim,1941,1930-2000
way/116457329,Mülheim,1948,1930-2000
way/116457331,Mülheim,1990,1930-2000
way/116457332,Mülheim,1985,1930-2000
way/116457335,Mülheim,1941,1930-2000
way/116609913,Mülheim,1938,1930-2000
way/116609917,Mülheim,1963,1930-2000
way/116609919,Mülheim,1958,1930-2000
way/116609922,Mülheim,1977,1930-2000
way/116609924,Mülheim,1940,1930-2000
way/119074708,Mülheim,1934,1930-2000
way/119907511,Mülheim,1979,1930-2000
way/119907536,Mülheim,1981,1930-2000
way/121968906,Mülheim,1996,1930-2000
way/121968907,Mülheim,1966,1930-2000
way/123228986,Mülheim,1937,1930-2000
way/123228988,Mülheim,1952,1930-2000
way/123228990,Mülheim,1993,1930-2000
way/123228991,Mülheim,1986,1930-2000
way/123228993,Mülheim,1931,1930-2000
way/123228995,Mülheim,1955,1930-2000
way/123228996,Mülheim,1996,1930-2000
way/123228997,Mülheim,1966,1930-2000
way/123228998,Mülheim,1954,1930-2000
way/123228999,Mülheim,1934,1930-2000
way/123229000,Mülheim,1995,1930-2000
way/123466035,Mülheim,1996,1930-2000
way/123466036,Mülheim,1959,1930-2000
way/123466038,Mülheim,1951,1930-2000
way/123466040,Mülheim,1934,1930-2000
way/123605634,Mülheim,1976,1930-2000
way/123605639,Mülheim,1960,1930-2000
way/123605640,Mülheim,1930,1930-2000
way/123605641,Mülheim,1950,1930-2000
way/123605644,Mülheim,1941,1930-2000
way/123624915,Mülheim,1965,1930-2000
way/123624916,Mülheim,1981,1930-2000
way/123624917,Mülheim,1975,1930-2000
way/123624922,Mülheim,1980,1930-2000
way/123624924,Mülheim,1981,1930-2000
way/123624925,Mülheim,1955,1930-2000
way/123624926,Mülheim,1996,1930-2000
way/123748065,Mülheim,1931,1930-2000
way/123748066,Mülheim,1938,1930-2000
way/128825644,Mülheim,1941,1930-2000
way/128825645,Mülheim,2000,1930-2000
way/128825646,Mülheim,1966,1930-2000
way/128825647,Mülheim,1974,1930-2000
way/128825648,Mülheim,1974,1930-2000
way/128825649,Mülheim,1965,1930-2000
way/128825650,Mülheim,1958,1930-2000
way/128825651,Mülheim,1954,1930-2000
way/128825652,Mülheim,1988,1930-2000
way/128825654,Mülheim,1981,1930-2000
way/128825657,Mülheim,1930,1930-2000
way/128825660,Mülheim,1963,1930-2000
way/128825661,Mülheim,1952,1930-2000
way/128825662,Mülheim,1982,1930-2000
way/128825663,Mülheim,1994,1930-2000
way/128825664,Mülheim,1943,1930-2000
way/128825665,Mülheim,1939,1930-2000
way/128825670,Mülheim,1994,1930-2000
way/128825671,Mülheim,1967,1930-2000
way/128825672,Mülheim,1973,1930-2000
way/128825673,Mülheim,1944,1930-2000
way/128825674,Mülheim,1995,1930-2000
way/128825675,Mülheim,1962,1930-2000
way/128825676,Mülheim,1998,1930-2000
way/128825677,Mülheim,1962,1930-2000
way/128825678,Mülheim,1986,1930-2000
way/128825679,Mülheim,1978,1930-2000
way/128825680,Mülheim,1991,1930-2000
way/128851668,Mülheim,1961,1930-2000
way/128851669,Mülheim,1973,1930-2000
way/128851671,Mülheim,1988,1930-2000
way/128851673,Mülheim,1988,1930-2000
way/128851675,Mülheim,1933,1930-2000
way/128851677,Mülheim,1991,1930-2000
way/128851679,Mülheim,1944,1930-2000
way/128851681,Mülheim,1963,1930-2000
way/128851682,Mülheim,1938,1930-2000
way/128851683,Mülheim,1978,1930-2000
way/128851684,Mülheim,1958,1930-2000
way/128851685,Mülheim,1959,1930-2000
way/128851687,Mülheim,1970,1930-2000
way/128851688,Mülheim,1982,1930-2000
way/128851689,Mülheim,1975,1930-2000
way/128851690,Mülheim,1996,1930-2000
way/128851691,Mülheim,1998,1930-2000
way/128851692,Mülheim,1931,1930-2000
way/128851693,Mülheim,1963,1930-2000
way/128851694,Mülheim,1961,1930-2000
way/128851695,Mülheim,1966,1930-2000
way/128851696,Mülheim,1941,1930-2000
way/128851697,Mülheim,1981,1930-2000
way/128851698,Mülheim,1973,1930-2000
way/128851699,Mülheim,1939,1930-2000
way/128851700,Mülheim,2000,1930-2000
way/128851701,Mülheim,1952,1930-2000
way/128851702,Mülheim,1990,1930-2000
way/128851703,Mülheim,1970,1930-2000
way/128851704,Mülheim,1975,1930-2000
way/128860118,Mülheim,1957,1930-2000
way/128860121,Mülheim,1964,1930-2000
way/128860125,Mülheim,1953,1930-2000
way/128860126,Mülheim,1954,1930-2000
way/128860129,Mülheim,1993,1930-2000
way/128860130,Mülheim,1955,1930-2000
way/128860132,Mülheim,1960,1930-2000
way/128860135,Mülheim,1960,1930-2000
way/128860136,Mülheim,1963,1930-2000
way/128860138,Mülheim,1956,1930-2000
way/128860139,Mülheim,1959,1930-2000
way/129094345,Mülheim,1955,1930-2000
way/129094363,Mülheim,1961,1930-2000
way/129094364,Mülheim,1975,1930-2000
way/129094365,Mülheim,1949,1930-2000
way/129094366,Mülheim,1943,1930-2000
way/129094367,Mülheim,1945,1930-2000
way/129148438,Mülheim,1940,1930-2000
way/132665920,Mülheim,1993,1930-2000
way/132665921,Mülheim,1930,1930-2000
way/132665922,Mülheim,1999,1930-2000
way/132665926,Mülheim,1935,1930-2000
way/132665927,Mülheim,1991,1930-2000
way/133176720,Mülheim,1977,1930-2000
way/133176721,Mülheim,1970,1930-2000
way/133176722,Mülheim,1993,1930-2000
way/133185901,Mülheim,1965,1930-2000
way/133573491,Mülheim,1992,1930-2000
way/136164414,Mülheim,1953,1930-2000
way/136164415,Mülheim,1995,1930-2000
way/136164416,Mülheim,1965,1930-2000
way/136164418,Mülheim,1980,1930-2000
way/136164421,Mülheim,1958,1930-2000
way/136164422,Mülheim,1946,1930-2000
way/136164424,Mülheim,1936,1930-2000
way/136164426,Mülheim,1997,1930-2000
way/136164427,Mülheim,1984,1930-2000
way/136164428,Mülheim,1991,1930-2000
way/136164429,Mülheim,1999,1930-2000
way/136164431,Mülheim,1934,1930-2000
way/136164432,Mülheim,1994,1930-2000
way/136164433,Mülheim,1974,1930-2000
way/136164434,Mülheim,1980,1930-2000
way/136164435,Mülheim,1952,1930-2000
way/136164437,Mülheim,1988,1930-2000
way/136164439,Mülheim,1945,1930-2000
way/136164441,Mülheim,1996,1930-2000
way/136164443,Mülheim,1988,1930-2000
way/136164444,Mülheim,1970,1930-2000
way/136164445,Mülheim,1931,1930-2000
way/136164447,Mülheim,1931,1930-2000
way/136164448,Mülheim,1956,1930-2000
way/136164453,Mülheim,1978,1930-2000
way/136164455,Mülheim,1942,1930-2000
way/136164456,Mülheim,1971,1930-2000
way/136164457,Mülheim,1976,1930-2000
way/136164459,Mülheim,1963,1930-2000
way/136164460,Mülheim,1953,1930-2000
way/136164462,Mülheim,2000,1930-2000
way/136164463,Mülheim,1963,1930-2000
way/136164464,Mülheim,1960,1930-2000
way/136164465,Mülheim,1964,1930-2000
way/136164466,Mülheim,1990,1930-2000
way/136164467,Mülheim,1973,1930-2000
way/136164468,Mülheim,1976,1930-2000
way/136164470,Mülheim,1953,1930-2000
way/136501597,Mülheim,1993,1930-2000
way/136501601,Mülheim,1984,1930-2000
way/136501602,Mülheim,1956,1930-2000
way/136501605,Mülheim,1983,1930-2000
way/136501607,Mülheim,1977,1930-2000
way/136501613,Mülheim,1976,1930-2000
way/136501625,Mülheim,1981,1930-2000
way/136501628,Mülheim,1965,1930-2000
way/136501884,Mülheim,1987,1930-2000
way/137817542,Mülheim,1953,1930-2000
way/139456994,Mülheim,1946,1930-2000
way/139456996,Mülheim,1959,1930-2000
